parent_asin,sentence_id,sentence_text,rating,triplets,category_name,triplets_parsed,gold_aspects,has_aspect
B0BLLRKDSM,2,fun colored pens i let them each pic the color for their schedule and even some small boards you can put lower for kids to use or for little notes,5.0,[],office_products,[],[],False
B07SJ3HMZJ,3,luckily the chair came with two sets of wheels,5.0,[],office_products,[],[],False
B07NJJYZ57,2,buttons close together not good for fat fingers,4.0,"[['buttons', 'not good for fat fingers', '0']]",office_products,"[['buttons', 'not good for fat fingers', '0']]",['buttons'],True
B00H28D1IQ,6,and my baby dropped it in the toilet,1.0,[],office_products,[],[],False
B073XT7YM9,1,i got the set of hp 410x compatible toner carts and i can say the quality is equal to the hp branded carts,5.0,"[['quality', 'equal to the hp branded carts', '2']]",office_products,"[['quality', 'equal to the hp branded carts', '2']]",['quality'],True
B08C9X5R1G,5,the romance is a slow burn with the 2 characters learning all about each other after 10 [GENERIC_NOUN] apart,4.0,"[[""romance"", ""slow burn"", 2]]",kindle_store,"[['romance', 'slow burn', 2]]",['romance'],True
B0C5RJNG9C,1,multi uses bag for computer and college students my daughter needed a multi use bag for work and school,5.0,[],electronics_p1,[],[],False
B09K3C1Z3R,4,all views expressed are only my honest opinion,4.0,[],kindle_store,[],[],False
B07KGVB6D6,2,frequent buffeting requiring cold reboot the video and sometimes both video and audio freezes using utubetv,1.0,"[ [""video"", ""freezes"", 0], [""audio"", ""freezes"", 0]]",electronics_p1,"[['video', 'freezes', 0], ['audio', 'freezes', 0]]","['video', 'audio']",True
B0BK4R9QTL,1,i do not think these cords are fast charging but they do charge my phone and will be a very convenient length,4.0,"[[""cords"", ""not fast charging"", 0], [""cords"", ""convenient length"", 2]]",electronics_p1,"[['cords', 'not fast charging', 0], ['cords', 'convenient length', 2]]",['cords'],True
B07CZL6XVJ,2,its thin and compact but every [GENERIC_NOUN] is ruled so i can record multiple appointments and notes,5.0,[],office_products,[],[],False
B0BT1BTW94,1,the satellite works awesome and i have much better signal than i did with my old solution,5.0,"[[""satellite"", "" awesome"", 2], [""signal"", ""much better"", 2]]",electronics_p1,"[['satellite', ' awesome', 2], ['signal', 'much better', 2]]","['satellite', 'signal']",True
B00D0VA0UQ,60129645170,a great [GENERIC_NOUN] to jog the old brain cells this is a tool that allows [GENERIC_NOUN] to quotexercise the old grey matterquot in a relaxed and interesting [GENERIC_NOUN],5.0,[],software,[],[],False
B0776JSR44,5,elizabeth is not perfect she has doubts and wants to live in both worlds but definitely not with the flat boring men being paraded for her,4.0,"[[""men"", ""flat boring"", 0]]",kindle_store,"[['men', 'flat boring', 0]]",['men'],True
B010BWYDYA,19,even when you notice the step down in quality it s a revelation to realize that merely good enough tech is pretty darn good,5.0,"[[""tech"", ""pretty darn good"", 2]]",electronics_p1,"[['tech', 'pretty darn good', 2]]",['tech'],True
B08SBR9CPC,1,extremely quiet if it were nt for the lights i would nt even know all 5 cooling fans were working it works better than expected really like the [GENERIC_NOUN] and of course green is my favorite color,4.0,"[['cooling fans', 'extremely quiet', 2], ['cooling fans', 'works better than expected', 2], ['color', 'green is my favorite', 2]]",electronics_p2,"[['cooling fans', 'extremely quiet', 2], ['cooling fans', 'works better than expected', 2], ['color', 'green is my favorite', 2]]","['cooling fans', 'color']",True
B08SJ4CDN3,1,the sound setting is set on high initially its rather loud would recommend adjusting right away using [GENERIC_NOUN] to streamline inventory and make it easy to do end of [GENERIC_NOUN] count,4.0,"[['sound setting', 'rather loud', '0']]",office_products,"[['sound setting', 'rather loud', '0']]",['sound setting'],True
B07KTYJ769,2,however we bought two of these and when we plugged them both into the same plug only [GENERIC_NOUN] would connect to wifi,5.0,[],electronics_p1,[],[],False
B09BC3MYKW,2,just know that this is a very large tv antenna so make sure you have room when placing it,5.0,"[[""tv antenna"", ""very large"", 1]]",electronics_p2,"[['tv antenna', 'very large', 1]]",['tv antenna'],True
B07JFJ29XF,1,the ipad pro [GENERIC_NOUN] is lightweight yet sturdy and supports my ipad,5.0,"[[""ipad pro"", ""lightweight"", 2], [""ipad pro"", ""sturdy"", 2]]",electronics_p1,"[['ipad pro', 'lightweight', 2], ['ipad pro', 'sturdy', 2]]",['ipad pro'],True
B002XQ1R7Y,2,better footprint than a garmin bag,5.0,"[[""footprint"", ""better"", 2]]",electronics_p2,"[['footprint', 'better', 2]]",['footprint'],True
B00992CF6W,12029,minecraft i love it i had this mod of the game called world of cubes and it was fun and a few [GENERIC_NOUN] later my dad finally downdlaoded the game it is awesome i recomond get the game,5.0,"[['minecraft', 'love', 2], ['mod', 'fun', 2], ['game', 'awesome', 2]]",software,"[['minecraft', 'love', 2], ['mod', 'fun', 2], ['game', 'awesome', 2]]","['minecraft', 'mod', 'game']",True
B008OOYALE,17180031458,seen better liked it but it takes gold to do [GENERIC_NOUN] even breed or evolve dragonvale is better and this game is [GENERIC_NOUN] based of dragonvale,3.0,[],software,[],[],False
B00XIDOL2E,4,goin to use this as a outside siren to add to my x10 alarm system,5.0,[],electronics_p2,[],[],False
B002608OW8,1,excellent the original battery was not working well and needed to replace it with a less expensive battery but it work just like the original and was i expected i recommend it as a [DOMAIN_NOISE] of the original,5.0,"[[""original battery"", ""not working well"", 0], [""battery"", ""less expensive"", 2], [""battery"", ""work just like the original"", 2]]",electronics_p2,"[['original battery', 'not working well', 0], ['battery', 'less expensive', 2], ['battery', 'work just like the original', 2]]","['original battery', 'battery']",True
B096839CFS,4,build quality is first rate,5.0,"[[""build quality"", ""first rate"", 2]]",electronics_p1,"[['build quality', 'first rate', 2]]",['build quality'],True
B01LZ5V6YR,2,great journalplanner i have already ordered another for when this [GENERIC_NOUN] ends,5.0,"[['journalplanner', 'great', '2']]",office_products,"[['journalplanner', 'great', '2']]",['journalplanner'],True
B00NKYYMAW,2,clips are aligned with the mounting but don t catch firmly and there are no pins to lock tilting mechanism,2.0,"[[""clips"", ""not catch firmly"", 0]]",electronics_p1,"[['clips', 'not catch firmly', 0]]",['clips'],True
B07HRYPZ3K,16,there were [GENERIC_NOUN] i had to laugh at the situations some of which were completely absurd,3.0,[],kindle_store,[],[],False
B017LRMWLY,1,my husband and i use them for our planners for college and we split them,5.0,[],office_products,[],[],False
879394633,317827,dont waste your money,1.0,[],software,[],[],False
B01BL9GFK2,5,i felt it all my heart was breaking and living and even though i knew it was going to turn out alright i was still dying,5.0,[],kindle_store,[],[],False
B00CDBLC8S,34359768659,the quotpower upsquot are actually reasonable and the pictures are not to hard and not to easy,5.0,"[['quotpower upsquot', 'reasonable', 2], ['pictures', 'not to hard', 1], ['pictures', 'not to easy', 1]]",software,"[['quotpower upsquot', 'reasonable', 2], ['pictures', 'not to hard', 1], ['pictures', 'not to easy', 1]]","['quotpower upsquot', 'pictures']",True
B0BL16VNVD,1,the boom mic does the job,5.0,"[[""boom mic"", ""does the job"", 2]]",electronics_p1,"[['boom mic', 'does the job', 2]]",['boom mic'],True
B08F1P3BCC,1,all music can be played on this i love this for the music that i stream all [GENERIC_NOUN] long,5.0,[],electronics_p1,[],[],False
B0BVH1QB5C,1,these are substantial cables,5.0,"[[""cables"", ""substantial"", 2]]",electronics_p2,"[['cables', 'substantial', 2]]",['cables'],True
B00B3M46W2,1,these empty pages needed filling,3.0,[],kindle_store,[],[],False
B005DS4P0A,77309455618,i really find this game fun thoughbr have not played against strangers,4.0,"[['game', 'fun', 2]]",software,"[['game', 'fun', 2]]",['game'],True
B00G1BMCV2,51539916924,works great works great just as described,5.0,[],software,[],[],False
B095MVNPSN,1,helped my grandson learn about it,5.0,[],office_products,[],[],False
B00LIBW0V2,609669,getting [GENERIC_NOUN] for cars is almost impossible because once you start racing to get upgrade cards you have to race people who have higher powered cars then you and have to race a 5 stage race against 1015 people to get 1 card,4.0,[],software,[],[],False
B000HWS0OY,19,having the frame recognize a memory card ist still hit and miss,3.0,"[[""frame"", ""hit and miss"", 0]]",electronics_p1,"[['frame', 'hit and miss', 0]]",['frame'],True
B09X96B5VT,1,i was going to buy a different [GENERIC_NOUN] that my friend got but it was sold out so i found this [GENERIC_NOUN],5.0,[],office_products,[],[],False
B00SMHWZ42,1,scale works well defective power cord the scale works well,3.0,"[['scale', 'works well', '2'], ['power cord', 'defective', '0']]",office_products,"[['scale', 'works well', '2'], ['power cord', 'defective', '0']]","['scale', 'power cord']",True
B01D3UM4OI,1,warms the soul,5.0,"[[""it"", ""warms the soul"", 2]]",kindle_store,"[['it', 'warms the soul', 2]]",['it'],True
B000EUJ1PQ,4,br br it seems fast enough i m not printing doctoral college papers and i m using w2k and xp two wireless machines and [GENERIC_NOUN] hard wired to the network,4.0,[],electronics_p2,[],[],False
B0C4T2HF5W,1,small sturdy and economically sized protection perfectly sized for the wd 4tb external hard disk drive and very sturdy which maintains the small footprint of the drive and adequately protects it s contents,5.0,"[[""protection"", ""economically sized"", 2], [""protection"", ""perfectly sized"", 2], [""protection"", ""very sturdy"", 2], [""protection"", ""adequately protects"", 2]]",electronics_p1,"[['protection', 'economically sized', 2], ['protection', 'perfectly sized', 2], ['protection', 'very sturdy', 2], ['protection', 'adequately protects', 2]]",['protection'],True
B00BQHS9E0,1,every dd dm needs this phenomenal for map generation,5.0,"[['dd dm', 'phenomenal', '2']]",office_products,"[['dd dm', 'phenomenal', '2']]",['dd dm'],True
B071253BFR,3,sound quality is good,3.0,"[[""sound quality"", ""good"", 2]]",electronics_p1,"[['sound quality', 'good', 2]]",['sound quality'],True
B0CDCN4S5F,12,this [GENERIC_NOUN] is by far my favorite,4.0,[],electronics_p1,[],[],False
B00P0EOX1S,1,great monitor i love the joystick on it very easy to use,5.0,"[[""monitor"", ""great"", 2], [""joystick"", ""love"", 2], [""joystick"", ""very easy to use"", 2]]",electronics_p2,"[['monitor', 'great', 2], ['joystick', 'love', 2], ['joystick', 'very easy to use', 2]]","['monitor', 'joystick']",True
B019Z9VB22,1,beautiful sound,5.0,"[['sound', 'beautiful', 2]]",electronics_p2,"[['sound', 'beautiful', 2]]",['sound'],True
B00C3ODRTC,1,both my daughter's 4 8 really enjoyed this book and i had fun reading it to them,5.0,"[[""book"", ""enjoyed"", 2], [""book"", ""fun"", 2]]",kindle_store,"[['book', 'enjoyed', 2], ['book', 'fun', 2]]",['book'],True
B01768LW3M,2,great oem looks works really well on most of the functionality,4.0,[],electronics_p1,[],[],False
B016SRE4X2,1,a simple research project goes horribly wrong when murder and [GENERIC_NOUN] travel is involved,3.0,[],kindle_store,[],[],False
B0788TLKGQ,2,conflict in space and in the halls of power brings two skilled admirals to conclude an interstellar conflict of massive scale,4.0,[],kindle_store,[],[],False
B07WTM42M4,1,these are my new workout buds and the volume is loud,5.0,"[[""volume"", ""loud"", 2]]",electronics_p1,"[['volume', 'loud', 2]]",['volume'],True
B01ICPGRXS,1,poor chelsea is over worked and under appreciated,5.0,[],kindle_store,[],[],False
B07VB4NTK8,1,saves me very easy to use great value a must have,5.0,"[[""easy to use"", ""great value"", 2]]",electronics_p1,"[['easy to use', 'great value', 2]]",['easy to use'],True
B01709NJ6K,68719502051,the citys thirst has a wideranging story while its not among the longest of choice of games offerings it was not the short unsatisfying [GENERIC_NOUN] i feared it might be,4.0,"[[""city's thirst"", 'wideranging', 2], ['choice of games offerings', 'not among the longest', 0], ['it', 'not the short unsatisfying', 0]]",software,"[[""city's thirst"", 'wideranging', 2], ['choice of games offerings', 'not among the longest', 0], ['it', 'not the short unsatisfying', 0]]","[""city's thirst"", 'choice of games offerings', 'it']",True
B09XL44VJQ,3,purchase was received promptly,4.0,[],office_products,[],[],False
B0788R7HM3,1,wont be able to put this book down,5.0,"[[""book"", ""wont be able to put down"", 2]]",kindle_store,"[['book', 'wont be able to put down', 2]]",['book'],True
B0097CO9ZY,3,some [GENERIC_NOUN] of the romance are actually moving,4.0,"[[""romance"", ""moving"", 2]]",kindle_store,"[['romance', 'moving', 2]]",['romance'],True
B07DGL9J6K,16,the photocopy feature is extremely easy to useplace your [GENERIC_NOUN] on the glass or feed it through the sheet feeder and press the copy button just like with an industrial photocopier,5.0,"[['photocopy feature', 'extremely easy to use', '2']]",office_products,"[['photocopy feature', 'extremely easy to use', '2']]",['photocopy feature'],True
B088NGRYWV,1,i usually like this writer but the twist early on was jarring and disturbing for me,1.0,"[[""writer"", ""like"", 2], [""twist"", ""jarring"", 0], [""twist"", ""disturbing"", 0]]",kindle_store,"[['writer', 'like', 2], ['twist', 'jarring', 0], ['twist', 'disturbing', 0]]","['writer', 'twist']",True
B07Q585X38,3,not easy to get this claim filed at all and feeling like this is a scam,1.0,"[[""claim"", ""not easy to get filed at all"", 0]]",electronics_p2,"[['claim', 'not easy to get filed at all', 0]]",['claim'],True
